PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2009,2009,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Low Income,East Asia & Pacific,,,03074,2172,0.5,5.2,0,32.4,18.8,,"Central Bureau of Statistics (CBS), Institute of Children's Nutrition, UNICEF.","The Democratic People's Republic of Korea (DPR Korea) multiple indicator cluster survey 2009 (MICS4). Final Report. Pyongyang, DPR Korea: CBS and UNICEF, 2010.",1773.511
PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2012,2012,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Low Income,East Asia & Pacific,,,03201,8036,0.6,4,,27.9,15.2,,Central Bureau of Statistics [Democratic People's Republic of Korea].,"Final report of the national nutrition survey 2012, September 17th to October 17th 2012. Pyongyang, Democratic People's Republic of Korea, 2013.",1696.64
COD,DEMOCRATIC REP. OF THE CONGO (THE),1995,1995,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,01558,4362,,11.4,,51,30.7,Converted estimates,Ministère du Plan et Reconstruction Nationale.,"Enquête nationale sur la situation des enfants et des femmes au Zaire en 1995. Kinshasa, Zaire, 1996 (and additional analysis).",7692.582
COD,DEMOCRATIC REP. OF THE CONGO (THE),2001,2001,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,02393,9172,11.9,20.9,6.5,44.4,33.6,,"République Démocratique du Congo, UNICEF, USAID.","Enquête nationale sur la situation des enfants et des femmes MICS2 / 2001. Rapport d'analyse. Kinshasa, République Démocratique du Congo, juillet 2002 (and additional analysis).",8927.312
COD,DEMOCRATIC REP. OF THE CONGO (THE),2007,2007,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,02888,4240,8.8,14,6.8,45.8,28.2,,Ministère du Plan et Macro International.,"Enquête démographique et de santé, République Démocratique du Congo 2007. Demographic and Health Surveys. Calverton, Maryland, U.S.A.: Ministère du Plan et Macro International, 2008 (and additional analysis).",10986.314
COD,DEMOCRATIC REP. OF THE CONGO (THE),2010,2010,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,03156,10905,2.8,8.5,4.9,43.5,24.2,,Institut National de la Statistique et Fonds des Nations Unies pour l'Enfance.,"Enquête par grappes à indicateurs multiples en République Démocratique du Congo (MICS-RDC 2010). Rapport final, mai 2011. Kinshasa, République Démocratique du Congo, 2011 (and additional analysis).",12126.623
COD,DEMOCRATIC REP. OF THE CONGO (THE),2013-14,2013,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,03236,9395,2.8,8.1,4.4,42.6,23.4,,"Ministère du Plan et Suivi de la Mise en oeuvre de la Révolution de la Modernité (MPSMRM), Ministère de la Santé Publique (MSP) et ICF International.","Enquête démographique et de santé en République Démocratique du Congo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPSMRM, MSP et ICF International, 2014 (and additional analysis).",13347.831
DJI,DJIBOUTI,1989,1989,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,EMRO,Lower Middle Income,Middle East & North Africa,Least Developed Countries (LDCs),,00380,3750,,12.5,,28,20.2,Converted estimates,Ministere de la Sante Publique et des Affaires Sociales.,"Enquete couverture vaccinale malnutrition. Republique de Djibouti, Djibouti: Ministere de la Sante Publique et des Affaires Sociales,1990 (and additional analysis).",103.074
DJI,DJIBOUTI,1996,1996,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,EMRO,Lower Middle Income,Middle East & North Africa,Least Developed Countries (LDCs),,01936,,,14.9,,31.7,16,Converted estimates,"Ministère du Commerce et du Tourisme, Direction Nationale de la Statistique. Djibouti ville, République de Djibouti","Enquête djiboutienne auprès des ménages indicateurs sociaux (EDAM-IS 1996). Ministère du Commerce et du Tourisme, Direction Nationale de la Statistique. Djibouti ville, République de Djibouti, 1997 (and additional analysis).",96.752
DJI,DJIBOUTI,2002,2002,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,EMRO,Lower Middle Income,Middle East & North Africa,Least Developed Countries (LDCs),,02898,2289,9.5,19.4,8.4,26.5,25.4,,"Department of Statistics and Demographic Studies, Ministry of Health and Pan Arab Project for Family Health.","Enquête djiboutienne sur la santé de la famille (EDSF/PAPFAM) 2002, PAPFAM Rapport final. Djibouti, 2004 (and additional analysis).",105.119
DJI,DJIBOUTI,2006,2006,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,EMRO,Lower Middle Income,Middle East & North Africa,Least Developed Countries (LDCs),,02950,2172,15.9,26,13.4,32.6,29.6,,Ministère de la Santé et PAPFAM.,"Enquête djiboutienne à indicateurs multiples (EDIM): Rapport final. MICS. Djibouti: Ministère de la Santé et PAPFAM, 2007 (and additional analysis).",102.432
DJI,DJIBOUTI,2012,2012,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,EMRO,Lower Middle Income,Middle East & North Africa,Least Developed Countries (LDCs),,03126,3205,9.1,21.5,8.1,33.5,29.8,,Ministère de la Santé et PAPFAM.,"Enquête djiboutienne à indicateurs multiples (EDIM): Rapport preliminaire. Djibouti: Ministère de la Santé et PAPFAM, 2013 (and additional analysis).",99.067
DOM,DOMINICAN REPUBLIC (THE),1986,1986,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),00214,1794,1,3.3,3.8,20.4,8.7,Age-adjusted;,Consejo Nacional de Población y Familia/República Dominicana and Institute for Resource Development/Westinghouse,"Encuesta demografica y de salud, 1986. Demographic and Health Surveys. Consejo Nacional de Poblacion y Familia. Santo Domingo, Republica Dominicana, 1987 (and additional analysis).",961.232
DOM,DOMINICAN REPUBLIC (THE),1991,1991,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),00365,2991,0.6,2.2,4.4,21.2,8.4,,"Instituto de Estudios de Población y Desarrollo - IEPD/República Dominicana, Oficina Nacional de Planificación","Encuesta demografica y de salud 1991. Demographic and Health Surveys. Santo Domingo, Republica Dominicana, 1992 (and additional analysis).",993.17
DOM,DOMINICAN REPUBLIC (THE),1996,1996,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),01827,3567,0.6,2,6.9,13.9,4.7,,Centro de Estudios Sociales y Demográficos - CESDEM/República Dominicana and Macro International.,"Encuesta demografica y de salud 1996 (DHS). Centro de Estudios Sociales y Demograficos, Asociacion Dominicana Pro Bienestar de la Familia, Oficina Nacional de Planificacion. Santo Domingo, Republica Dominicana, 1997 (and additional analysis).",1032.126
DOM,DOMINICAN REPUBLIC (THE),2000,2000,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),02356,1907,0.5,1.5,6.9,8,3.5,,"Molina Achecar M, José Polanco J.","Encuesta por conglomerados de indicadores multiples (MICS-2000). Santo Domingo, D.N.: Secretariado Técnico de la Presidencia, Fondo de las Naciones Unidas para la Infancia (UNICEF), 2001 (and additional analysis).",1019.829
DOM,DOMINICAN REPUBLIC (THE),2002,2002,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),02580,10625,0.8,2.2,8.6,11.7,4.2,,"Molina Achécar M, Ramirez N, José Polanco J, Ochoa LH, Lerebours G, Garcia B.","Encuesta demografica y de salud, ENDESA 2002. Demographic and Health Surveys. Santo Domingo, Republica Dominicana: Centro de Estudios Sociales y Demograficos, 2003 (and additional analysis).",1022.131
DOM,DOMINICAN REPUBLIC (THE),2006,2006,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),03079,3782,,1.9,7.4,10.5,4.6,Converted estimates,Oficina Nacional de Estadistica (ONE).,"Encuesta nacional de hogares de proposito multiples (ENHOGAR 2006): Informe general. Santo Domingo, Republica Dominicana: ONE, 2008 (and additional analysis).",1065.649
DOM,DOMINICAN REPUBLIC (THE),2007,2007,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),02919,10923,0.9,2.3,8.3,10.1,3.4,,Centro de Estudios Sociales y Demográficos (CESDEM) y Macro International Inc.,"Encuesta demográfica y de salud 2007. Demographic and Health Surveys. Santo Domingo, República Dominicana: CESDEM y Macro International Inc., 2008 (and additional analysis).",1070.143
DOM,DOMINICAN REPUBLIC (THE),2013,2013,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,Small island developing States (SIDS),03235,3691,0.8,2.4,7.6,7.1,4,,Centro de Estudios Sociales y Demográficos (CESDEM) y ICF International.,"Encuesta demográfica y de salud 2013. Demographic and Health Surveys. Santo Domingo, República Dominicana: CESDEM y ICF International, 2014 (and additional analysis).",1063.448
ECU,ECUADOR,1986,1986,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,,00197,7798,,2.3,,40.2,14.5,Converted estimates,"Freire W, Dirren H, Mora J, Arenales P, Granda E, Breilh J, et al.","[Diagnostico de la situacion alimentaria, nutricional y de salud de la poblacion ecuatoriana menor de cinco años. Quito: Ministerio de Salud Publica y Consejo Nacional de Desarrollo, 1988 (and additional analysis).",1335.518
ECU,ECUADOR,1998,1998,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,,02298,2998,,3.2,,32.5,12.5,Converted estimates,"Larrea C, Freire WB, Lutter C.","Equidad desde el principio - situacion nutricional de los niños ecuatorianos. Encuesta de condiciones de vida, 1998. Organizacion Panamericana de la Salud y Ministerio de Salud Publica, Ecuador. Washington, D.C.: OPS, 2001 (and additional analysis).",1507.441
ECU,ECUADOR,2004,2004,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,,02782,5134,0.8,2.3,5.1,29,6.2,,Centro de Estudios de Poblacion y Desarrollo Social (CEPAR) et al.,"Encuesta demografía y de salud materna e infantil, ENDEMAIN 2004: Informe final.  Quito, Ecuador: CEPAR, 2005 (and additional analysis).",1515.492
ECU,ECUADOR,2005-06,2006,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,,03333,1438765.3,0.5,2.1,5.2,25.9,6.8,,Instituto Nacional De Estadîstica y Censos (INEC) - Secretaria Nacional de Planificación y Desarrollo (SENPLADES),"Ecuador - Encuesta de Condiciones De Vida 2005-2006 v.1.4, V Ronda  (and additional analysis)",1518.1
ECU,ECUADOR,2012-13,2012,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,,03242,8795,0.7,2.3,7.5,25.2,6.4,,"Freire W.B., Ramírez M.J., Belmont P., Mendieta M.J., Silva M.K., Romero N., Sáenz K., Piñeiros P., Gómez L.F., Monge R. ",RESUMEN EJECUTIVO. TOMO I. Encuesta Nacional de Salud y Nutrición del Ecuador. ENSANUT-ECU 2011-2013 Ministerio de Salud Pública/Instituto Nacional de Estadística y Censos. (and additional analysis).,1603.808
ECU,ECUADOR,2013-14,2014,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,,,03334,1523945.875,0.6,1.6,8,23.9,5.1,,Instituto Nacional de Estadística Y Censos (INEC),Tabulados Encuesta de Condiciones de Vida 2014 - Sexta Ronda  (and additional analysis),1608
EGY,EGYPT,1988,1988,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,00272,2077,0.6,1.9,6.9,34,9.4,Age-adjusted;,"Abdel-Sayed H, Osman M, El-Zanaty F, Way A.","Egypt demographic and health survey 1988. Demographic and Health Surveys. Egypt National Population Council. Cairo, Egypt, 1989 (and additional analysis).",8787.823
EGY,EGYPT,1991,1991,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,00442,3614,2.3,4.5,14.9,34.9,10.5,,Agency for Public Mobilisation and Statistics,"Egyptian maternal and child health survey (EMCHS). PAPCHILD Surveys. Agency for Public Mobilisation and Statistics. Cairo, Arab Republic of Egypt, 1992 (and additional analysis).",9132.702
EGY,EGYPT,1992-93,1993,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,01408,7650,1.8,4.1,14.4,31.3,8.2,,"El-Zanaty FH, Sayed HAA, Zaky HHM, Way AA.","Egypt demographic and health survey 1992. Demographic and Health Surveys. Cairo, Egypt, 1993 (and additional analysis).",8873.349
EGY,EGYPT,1995-96,1995,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,01665,10228,2.3,5.7,14.7,34.9,10.8,,"El-Zanaty F, Hussein EM, Shawsky GA, Way AA, Kishor S.","Egypt demographic and health survey 1995. Demographic and Health Surveys. National Population Council. Cairo, Egypt, 1996 (and additional analysis).",8510.313
EGY,EGYPT,1997-98,1997,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,01895,3328,,7.5,,30.9,10.2,Converted estimates,El-Zanaty and Associates/Egypt and Macro International.,"Egypt demographic and health survey 1997. Demographic and Health Surveys. El-Zanaty and Associates, Cairo, Egypt, 1998 (and additional analysis).",8156.704
EGY,EGYPT,1998,1998,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,02109,3997,,6.4,,26.3,9.4,Converted estimates,El-Zanaty et al.,"Egypt demographic and health survey 1998. Demographic and Health Surveys. Cairo, Egypt, 1999 (and additional analysis).",8158.771
EGY,EGYPT,2000,2000,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,02221,10675,,,,24.6,, Weight data possibly flawed,El-Zanaty F and Way A.,"Egypt demographic and health survey 2000. Demographic and Health Surveys. Calverton, Maryland, USA: Ministry of Health and Population [Egypt], National Population Council and ORC Macro, 2001 (and additional analysis).",8272.629
EGY,EGYPT,2003,2003,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,02627,5943,1.8,5.2,9.2,20.3,8.7,,El-Zanaty F and Way AA.,"2003 Egypt interim demographic and health survey. Demographic and Health Survey. Cairo, Egypt: Ministry of Health and Population [Egypt], National Population Council, El-Zanaty and Asociates, and ORC Macro, 2004 (and additional analysis).",8696.987
EGY,EGYPT,2005,2005,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,02758,12830,2.5,5.3,14.1,23.8,5.4,,El-Zanaty F and Way A.,"Egypt demographic and health survey 2005. Demographic and Health Surveys. Caire, Egypt: Ministry of Health and Population, National Population Council, El-Zanaty and Associates, and ORC Macro, 2006 (and additional analysis).",9000.943
EGY,EGYPT,2008,2008,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,02925,10053,3.8,7.9,20.5,30.7,6.8,,El-Zanaty F and Way A.,"Egypt demographic and health survey 2008. Demographic and Health Surveys. Cairo, Egypt: Ministry of Health, 2009 (and additional analysis).",9427.461
EGY,EGYPT,2014,2014,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,,,03266,14904,4.8,9.5,15.7,22.3,7,,"Ministry of Health and Population [Egypt], El-Zanaty and Associates [Egypt], and ICF International.","Egypt demographic and health survey 2014. Demographic and Health Surveys. Cairo, Egypt and Rockville, Maryland, USA: Ministry of Health and Population and ICF International, 2015.",11982.539
SLV,EL SALVADOR,1988,1988,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,,,01056,2002,0.5,2.2,3,36.7,11.1,,Ministerio de Salud Publica y Asistencia Social,"Evaluacion de la situacion alimentaria nutricional en El Salvador (ESANES-88). Ministerio de Salud Publica y Asistencia Social. San Salvador, El Salvador, 1990 (and additional analysis).",738.903
SLV,EL SALVADOR,1993,1993,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,,,01293,3598,0.4,1.4,3.9,29.5,7.2,,Salvadoran Demographic Association.,"National family health survey 1993 (FESAL-93). San Salvador: Government of El Salvador, 1994 (and additional analysis).",764.618
SLV,EL SALVADOR,1998,1998,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,,,02101,6597,0.4,1.5,3.9,32.3,9.6,,Salvadoran Demographic Association.,"National family health survey 1998: final report (FESAL-98). San Salvador, Republica de San Salvador, C.A., 2000 (and additional analysis).",772.357
SLV,EL SALVADOR,2002-03,2003,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,,,02516,6368,0.3,1.3,5.8,24.6,6.1,,Asociacion Demografica Salvadorena (ADS).,"Encuesta nacional de salud familiar (FESAL) 2002/03. Informe final. URL: http://www.ads.fesal.org.sv/2003/informe/final, accessed 31/05/05.",687.987
SLV,EL SALVADOR,2008,2008,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,,,03070,4629,0.5,1.6,5.7,20.6,6.6,,"Asociacion Demografica Salvadorena (ADS), Division of Reproductive Health, Centers for Disease Control and Prevention (CDC).","Encuesta nacional de salud familiar, FESAL 2008. Informe resumido.  San Salvador, El Salvador: ADS, 2009 (and additional analysis).",611.036
SLV,EL SALVADOR,2014,2014,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,,,03287,,0.4,2.1,6.4,13.6,5,(pending reanalysis),Ministerio de Salud/Instituto Nacional de Salud y UNICEF.,"Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.",584.868
GNQ,EQUATORIAL GUINEA,1997,1997,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,02981,412,2.5,4,3.4,38.7,13.8,,"Custodio E, Descalzo MA, Roche J, Molina L, Sánchez I, Lwanga M et al.",The economic and nutrition transition in Equatorial Guinea coincided with a double burden of over- and under nutrition. Economics and Human Biology 2010;8:80-87 (and additional analysis).,90.985
GNQ,EQUATORIAL GUINEA,2000,2000,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,02757,2437,4.2,9.2,14,42.6,15.7,,"Ministerio de Planificación y Desarrollo Económico, Dirección General de Estadística y Cuentas Nacionales.","Encuesta de indicadores multiples (MICS 2000): Informe final. Malabo, República de Guinea Educatorial:Ministerio de Planificación y Desarrollo Económico y UNICEF, 2001 (and additional analysis).",102.044
GNQ,EQUATORIAL GUINEA,2004,2004,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,02850,33334,1.3,2.8,8.3,35,10.6,,"Custodio E, Descalzo MA, Roche J, Sánchez I, Molina L, Lwanga M et al.",Nutritional status and its correlates in Equatorial Guinean preschool children: Results from a nationally representative survey. Food and Nutrition Bulletin 2008;29:49-58 (and additional analysis).,118.949
GNQ,EQUATORIAL GUINEA,2011,2011,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,03199,1094,1.7,3.1,9.7,26.2,5.6,(pending reanalysis),"Ministerio de Sanidad y Bienestar Social (MSBS), Ministerio de Economía, Planificación, e Inversiones Públicas (MEPIP), ICF International.","Encuesta demográfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.",155.894
ERI,ERITREA,1993,1993,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,01627,,,11.8,,69.6,36.9,Converted estimates,Ministry of Finance and Development.,"Children and women in Eritrea: 1994. Government of the State of Eritrea/UNICEF Situation Analysis. Asmara, Eritrea, 1994 (and additional analysis).",536.756
ERI,ERITREA,1995-96,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,01711,2371,5.1,17,1.3,47.8,39.6,Age-adjusted;,National Statistics Office [Eritrea] and Macro International Inc.,"Eritrea demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: National Statistics Office and Macro International Inc, 1997 (and additional analysis).",516.888
ERI,ERITREA,2002,2002,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,02494,5707,4.7,14.9,1.6,43.7,34.5,,National Statistics and Evaluation Office (NSEO) [Eritrea] and ORC Macro.,"Eritrea demographic and health survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: National Statistics amd Evaluation Office and ORC Macro, 2003 (and additional analysis).",552.486
ERI,ERITREA,2010,2010,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),,03226,6476,4.2,15.3,1.9,50.3,38.8,(pending reanalysis),National Statistics Office (NSO) [Eritrea] and Fafo AIS [Norway].,"Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013.",715.42
ETH,ETHIOPIA,1992,1992,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),00533,20230,,9.2,,66.9,41.9,Adjusted NR to NA; converted est. (22/29 regions),Central Statistical Authority [Ethiopia],"Report on the National Rural Nutrition Survey, Core Module. Transitional Government of Ethiopia, Central Statistical Authority. Statistical Bulletin No 113. Addis Ababa, Ethiopia; 1993.",9725.637
ETH,ETHIOPIA,2000,2000,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),02220,10973,3.8,12.4,2,57.4,42,,Central Statistical Authority [Ethiopia] and ORC Macro.,"Ethiopia demographic and health survey 2000. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Authority and ORC Macro, 2001 (and additional analysis).",12409.891
ETH,ETHIOPIA,2005,2005,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),02762,4968,4.7,12.3,5.1,50.7,34.6,,General Statistical Agency [Ethiopia] and ORC Macro.,"Ethiopia demographic and health survey 2005. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: General Statistical Agency and ORC Macro, 2006 (and additional analysis).",13485.013
ETH,ETHIOPIA,2010-11,2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),03116,11174,2.9,10.1,1.8,44.2,29.2,,Central Statistical Agency [Ethiopia] and ICF International.,"Ethiopia demographic and health survey 2011. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency and ICF International, 2012 (and additional analysis).",14053.5
ETH,ETHIOPIA,2014,2014,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),03225,4921,2.5,8.7,2.6,40.4,25.2,,Central Statistical Agency [Ethiopia].,"Ethiopia mini demographic and health survey 2014. Addis Ababa, Ethiopia, 2014.",14688.673
ETH,ETHIOPIA,2016,2016,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),03301,10552,2.9,9.9,2.8,38.4,23.6,(pending reanalysis),Central Statistical Agency (CSA) [Ethiopia] and ICF,"Ethiopia Demographic and Health Survey 2016: Key Indicators Report. Addis Ababa, Ethiopia, and Rockville, Maryland, USA. CSA and ICF",15177.181
FJI,FIJI,1993,1993,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,,Small island developing States (SIDS),01513,618,,9.8,2.2,4.3,6.9,Converted estimates,National Food and Nutrition Committee,"1993 National nutrition survey - main report. Suva: National Food and Nutrition Committee, 1995 (and additional analysis).",98.52
FJI,FIJI,2004,2004,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,,Small island developing States (SIDS),03153,818,2,6.3,5.1,7.5,5.3,,National Food and Nutrition Centre.,"2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007 (and additional analysis).",89.952
GAB,GABON,2000-01,2000,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,,,02278,3204,1.5,4.3,5.6,26.3,8.8,,Direction Générale de la Statistique et des Etudes Economiques (DGSEE) [Gabon] et ORC Macro.,"Enquête démographique et de santé Gabon 2000. DHS. Calverton, Maryland: Direction Générale de la Statistique et des Etudes Economiques, et Fonds des Nations Unies pour la Population, et ORC Macro, 2001 (and additional analysis).",185.356
GAB,GABON,2012,2012,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,,,03162,4031,1.3,3.4,7.7,17.5,6.5,,Direction Générale de la Statistique (DGS) et ICF International.,"Enquête démographique et de santé du Gabon 2012. Demographic and Health Surveys. Calverton, Maryland, et Libreville, Gabon : DGS et ICF International, 2013 (and additional analysis).",247.01
